1.388794386496402e-11 2.703747735744788e-07 4.456175955920163e-04 6.217652402211635e-02 7.344436719297314e-01 7.344436719297314e-01 6.217652402211626e-02 4.456175955920143e-04 2.703747735744778e-07 1.388794386496402e-11
1.388794386496402e-11 3.148824595677599e-07 4.517461515125869e-04 6.223757764626445e-02 7.343764452149406e-01 7.343764452149406e-01 6.223757764626437e-02 4.517461515125849e-04 3.148824595677587e-07 1.388794386496402e-11
1.388794386496402e-11 4.038978315543222e-07 4.640032678044966e-04 6.235968550741627e-02 7.342419978907215e-01 7.342419850626876e-01 6.235967817188911e-02 4.640093687161408e-04 4.045106871463776e-07 1.388794386496402e-11
1.388794386496402e-11 5.380248435890239e-07 4.823938330205135e-04 6.254282989788709e-02 7.340403488905317e-01 7.340402975789453e-01 6.254280055510601e-02 4.824182359948291e-04 5.404768764934915e-07 1.388794386496402e-11
1.388794386496402e-11 7.184714042266589e-07 5.069276199361954e-04 6.278697479042882e-02 7.337715299722598e-01 7.337714017008967e-01 6.278690143338331e-02 5.069886219063536e-04 7.246039886914533e-07 1.388794386496402e-11
1.388794386496402e-11 9.470497445864218e-07 5.376192829222024e-04 6.309206584464201e-02 7.334355857114467e-01 7.334353291963851e-01 6.309191913354327e-02 5.377412683617050e-04 9.593218690935462e-07 1.388794386496402e-11
1.388794386496402e-11 1.226177154047753e-06 5.744883525682395e-04 6.345803041882264e-02 7.330325734913937e-01 7.330321246602478e-01 6.345777368519838e-02 5.747017814664284e-04 1.247668956922866e-06 1.388794386496402e-11
1.388794386496402e-11 1.558877083241182e-06 6.175592275598717e-04 6.388477758724075e-02 7.325625634901599e-01 7.325618455075337e-01 6.388436683961965e-02 6.179006196181862e-04 1.593294359913804e-06 1.388794386496402e-11
1.388794386496402e-11 1.948780613649419e-06 6.668611638105809e-04 6.437219816284698e-02 7.320256386644526e-01 7.320245619636050e-01 6.437158209403278e-02 6.673730788645083e-04 2.000460292463970e-06 1.388794386496402e-11
1.388794386496402e-11 2.400128292785791e-06 7.224282608525635e-04 6.492016472540116e-02 7.314218947304143e-01 7.314203570511253e-01 6.491928472133630e-02 7.231592755257461e-04 2.474044875417399e-06 1.388794386496402e-11
1.388794386496402e-11 2.917772333569284e-06 7.842994454908980e-04 6.552853165501529e-02 7.307514401413120e-01 7.307493265739353e-01 6.552732180523402e-02 7.853041260893739e-04 3.019545295253704e-06 1.388794386496402e-11
1.388794386496402e-11 3.507179176168271e-06 8.525184527268354e-04 6.619713517110194e-02 7.300143960621343e-01 7.300115790978213e-01 6.619552228077241e-02 8.538573243829074e-04 3.643081320112658e-06 1.388794386496402e-11
1.388794386496402e-11 4.174432410238429e-06 9.271338039570938e-04 6.692579337671699e-02 7.292108963411027e-01 7.292072359281793e-01 6.692369698027216e-02 9.288733160338298e-04 4.351399169739645e-06 1.388794386496402e-11
